SEXP SEX,AGE,STATE,"PERSONS LIVING IN IMPROVISED DWELLINGS, TENTS, OR SLEEPING OUT",PERSONS IN SUPPORTED ACCOMMODATION FOR THE HOMELESS,PERSONS STAYING TEMPORARILY WITH OTHER HOUSEHOLDS,PERSONS LIVING IN BOARDING HOUSES,PERSONS IN OTHER TEMPORARY LODGINGS,PERSONS LIVING IN 'SEVERELY' CROWDED DWELLINGS,PERSONS LIVING IN OTHER CROWDED DWELLINGS,PERSONS IN OTHER IMPROVISED DWELLINGS,PERSONS WHO ARE MARGINALLY HOUSED IN CARAVAN PARKS,NOT APPLICABLE,TOTAL,CENSUS_YEAR
Male,Total,Northern Territory,365.0,880.0,344.0,42.0,19.0,4689.0,2463.0,92.0,132.0,123528.0,132550.0,2021
Male,Total,Australian Capital Territory,44.0,492.0,135.0,99.0,0.0,278.0,587.0,0.0,16.0,221538.0,223190.0,2021
Male,Total,Other Territories,0.0,0.0,3.0,0.0,0.0,3.0,6.0,0.0,0.0,2867.0,2883.0,2021
Female,0-4 years,New South Wales,4.0,252.0,78.0,20.0,24.0,487.0,1067.0,8.0,23.0,225202.0,227178.0,2021
Female,0-4 years,Victoria,0.0,401.0,64.0,15.0,33.0,330.0,684.0,6.0,14.0,181308.0,182851.0,2021
Female,0-4 years,Queensland,4.0,202.0,105.0,5.0,4.0,371.0,620.0,20.0,31.0,140663.0,142031.0,2021
Female,0-4 years,South Australia,3.0,163.0,21.0,0.0,10.0,76.0,167.0,0.0,5.0,45422.0,45870.0,2021
Female,0-4 years,Western Australia,11.0,44.0,61.0,4.0,0.0,128.0,261.0,11.0,11.0,78019.0,78544.0,2021
Female,0-4 years,Tasmania,0.0,26.0,7.0,0.0,0.0,25.0,67.0,0.0,5.0,13620.0,13758.0,2021
Female,0-4 years,Northern Territory,6.0,66.0,16.0,0.0,0.0,441.0,226.0,0.0,3.0,7283.0,8046.0,2021
Female,0-4 years,Australian Capital Territory,0.0,40.0,3.0,0.0,0.0,19.0,30.0,0.0,0.0,12777.0,12875.0,2021
Female,0-4 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,112.0,2021
Female,5-9 years,New South Wales,3.0,207.0,76.0,14.0,28.0,537.0,1182.0,6.0,16.0,240971.0,243025.0,2021
Female,5-9 years,Victoria,0.0,418.0,46.0,4.0,38.0,354.0,759.0,3.0,14.0,193378.0,195026.0,2021
Female,5-9 years,Queensland,16.0,168.0,101.0,0.0,3.0,347.0,754.0,17.0,21.0,159200.0,160630.0,2021
Female,5-9 years,South Australia,0.0,119.0,25.0,0.0,13.0,106.0,201.0,7.0,0.0,49912.0,50379.0,2021
Female,5-9 years,Western Australia,13.0,29.0,49.0,3.0,3.0,127.0,288.0,10.0,8.0,83760.0,84295.0,2021
Female,5-9 years,Tasmania,0.0,24.0,9.0,0.0,0.0,37.0,72.0,4.0,0.0,15093.0,15239.0,2021
Female,5-9 years,Northern Territory,8.0,42.0,6.0,0.0,0.0,525.0,258.0,6.0,3.0,7758.0,8605.0,2021
Female,5-9 years,Australian Capital Territory,0.0,38.0,0.0,0.0,0.0,7.0,19.0,0.0,0.0,14013.0,14088.0,2021
Female,5-9 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,141.0,2021
Female,10-14 years,New South Wales,7.0,222.0,68.0,14.0,24.0,535.0,1172.0,3.0,19.0,241392.0,243457.0,2021
Female,10-14 years,Victoria,0.0,338.0,48.0,5.0,43.0,361.0,815.0,4.0,6.0,188246.0,189863.0,2021
Female,10-14 years,Queensland,23.0,173.0,91.0,0.0,0.0,366.0,831.0,29.0,23.0,164934.0,166475.0,2021
Female,10-14 years,South Australia,5.0,108.0,33.0,0.0,9.0,115.0,249.0,7.0,3.0,50675.0,51198.0,2021
Female,10-14 years,Western Australia,11.0,35.0,38.0,0.0,0.0,153.0,284.0,10.0,6.0,82873.0,83406.0,2021
Female,10-14 years,Tasmania,0.0,20.0,12.0,0.0,0.0,28.0,63.0,5.0,0.0,15940.0,16069.0,2021
Female,10-14 years,Northern Territory,9.0,37.0,13.0,0.0,0.0,489.0,245.0,0.0,0.0,7024.0,7819.0,2021
Female,10-14 years,Australian Capital Territory,0.0,26.0,3.0,0.0,0.0,7.0,22.0,0.0,0.0,12993.0,13044.0,2021
Female,10-14 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,130.0,2021
Female,15-19 years,New South Wales,8.0,375.0,116.0,108.0,49.0,608.0,1314.0,18.0,17.0,218905.0,221518.0,2021
Female,15-19 years,Victoria,6.0,471.0,65.0,99.0,45.0,470.0,999.0,4.0,15.0,174561.0,176735.0,2021
Female,15-19 years,Queensland,29.0,239.0,136.0,20.0,9.0,480.0,847.0,10.0,33.0,151252.0,153060.0,2021
Female,15-19 years,South Australia,3.0,204.0,46.0,8.0,6.0,115.0,264.0,0.0,3.0,47324.0,47975.0,2021
Female,15-19 years,Western Australia,27.0,129.0,60.0,6.0,4.0,168.0,299.0,8.0,8.0,73827.0,74526.0,2021
Female,15-19 years,Tasmania,4.0,50.0,24.0,4.0,0.0,31.0,59.0,4.0,3.0,14319.0,14499.0,2021
Female,15-19 years,Northern Territory,8.0,71.0,22.0,0.0,0.0,544.0,275.0,0.0,4.0,6095.0,7018.0,2021
Female,15-19 years,Australian Capital Territory,0.0,55.0,11.0,4.0,0.0,11.0,36.0,0.0,0.0,12919.0,13041.0,2021
Female,15-19 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,109.0,2021
Female,20-24 years,New South Wales,20.0,325.0,170.0,396.0,50.0,922.0,1931.0,6.0,32.0,237072.0,240932.0,2021
Female,20-24 years,Victoria,15.0,457.0,117.0,609.0,50.0,617.0,1340.0,0.0,17.0,196232.0,199449.0,2021
Female,20-24 years,Queensland,58.0,235.0,214.0,78.0,16.0,514.0,843.0,25.0,53.0,159201.0,161218.0,2021
Female,20-24 years,South Australia,5.0,193.0,47.0,25.0,0.0,148.0,286.0,0.0,10.0,52115.0,52836.0,2021
Female,20-24 years,Western Australia,46.0,128.0,77.0,19.0,4.0,178.0,310.0,7.0,10.0,76846.0,77610.0,2021
Female,20-24 years,Tasmania,0.0,55.0,29.0,6.0,0.0,38.0,65.0,0.0,5.0,15039.0,15236.0,2021
Female,20-24 years,Northern Territory,7.0,54.0,27.0,0.0,0.0,564.0,270.0,5.0,8.0,7085.0,8025.0,2021
Female,20-24 years,Australian Capital Territory,0.0,33.0,20.0,8.0,0.0,16.0,65.0,0.0,0.0,17127.0,17284.0,2021
Female,20-24 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,123.0,2021
Female,25-29 years,New South Wales,31.0,268.0,201.0,494.0,61.0,832.0,1571.0,9.0,37.0,273869.0,277374.0,2021
Female,25-29 years,Victoria,18.0,369.0,143.0,485.0,78.0,480.0,1058.0,9.0,25.0,232484.0,235153.0,2021
Female,25-29 years,Queensland,51.0,189.0,224.0,95.0,27.0,422.0,662.0,30.0,66.0,174353.0,176119.0,2021
Female,25-29 years,South Australia,4.0,105.0,75.0,32.0,16.0,135.0,209.0,6.0,4.0,57146.0,57740.0,2021
Female,25-29 years,Western Australia,64.0,53.0,97.0,14.0,11.0,151.0,235.0,11.0,20.0,87351.0,88009.0,2021
Female,25-29 years,Tasmania,0.0,20.0,27.0,20.0,0.0,40.0,102.0,6.0,5.0,19002.0,19215.0,2021
Female,25-29 years,Northern Territory,26.0,68.0,42.0,8.0,0.0,516.0,240.0,8.0,0.0,10679.0,11588.0,2021
Female,25-29 years,Australian Capital Territory,3.0,40.0,15.0,3.0,6.0,32.0,87.0,0.0,0.0,19313.0,19504.0,2021
Female,25-29 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,2021
Female,30-34 years,New South Wales,20.0,251.0,188.0,365.0,62.0,544.0,1170.0,14.0,38.0,296943.0,299605.0,2021
Female,30-34 years,Victoria,23.0,391.0,119.0,316.0,94.0,308.0,632.0,7.0,28.0,253723.0,255647.0,2021
Female,30-34 years,Queensland,68.0,148.0,203.0,77.0,22.0,283.0,506.0,29.0,47.0,181136.0,182517.0,2021
Female,30-34 years,South Australia,10.0,118.0,57.0,14.0,23.0,81.0,127.0,4.0,7.0,59211.0,59661.0,2021
Female,30-34 years,Western Australia,87.0,76.0,97.0,9.0,9.0,147.0,185.0,13.0,24.0,99803.0,100461.0,2021
Female,30-34 years,Tasmania,0.0,21.0,22.0,5.0,7.0,42.0,75.0,0.0,0.0,18978.0,19155.0,2021
Female,30-34 years,Northern Territory,36.0,76.0,45.0,6.0,0.0,427.0,232.0,3.0,0.0,11200.0,12022.0,2021
Female,30-34 years,Australian Capital Territory,0.0,34.0,9.0,10.0,0.0,25.0,63.0,0.0,0.0,19336.0,19471.0,2021
Female,30-34 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,158.0,2021
Female,35-39 years,New South Wales,20.0,225.0,129.0,226.0,86.0,449.0,917.0,9.0,45.0,292285.0,294386.0,2021
Female,35-39 years,Victoria,34.0,387.0,86.0,172.0,111.0,213.0,506.0,9.0,34.0,247286.0,248826.0,2021
Female,35-39 years,Queensland,81.0,168.0,149.0,57.0,29.0,191.0,402.0,28.0,36.0,183343.0,184482.0,2021
Female,35-39 years,South Australia,13.0,115.0,41.0,14.0,26.0,61.0,150.0,0.0,12.0,60006.0,60438.0,2021
Female,35-39 years,Western Australia,100.0,53.0,95.0,13.0,10.0,86.0,150.0,9.0,24.0,100978.0,101511.0,2021
Female,35-39 years,Tasmania,3.0,16.0,27.0,5.0,0.0,14.0,47.0,0.0,9.0,17723.0,17827.0,2021
Female,35-39 years,Northern Territory,29.0,79.0,26.0,0.0,0.0,403.0,156.0,8.0,9.0,9853.0,10567.0,2021
Female,35-39 years,Australian Capital Territory,0.0,28.0,12.0,4.0,0.0,14.0,26.0,0.0,0.0,18814.0,18896.0,2021
Female,35-39 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,187.0,2021
Female,40-44 years,New South Wales,29.0,202.0,111.0,145.0,50.0,361.0,797.0,7.0,56.0,262031.0,263790.0,2021
Female,40-44 years,Victoria,29.0,326.0,61.0,149.0,77.0,196.0,442.0,0.0,49.0,214445.0,215783.0,2021
Female,40-44 years,Queensland,93.0,160.0,112.0,45.0,21.0,188.0,390.0,21.0,57.0,168818.0,169905.0,2021
Female,40-44 years,South Australia,16.0,76.0,39.0,9.0,13.0,47.0,132.0,0.0,10.0,53921.0,54258.0,2021
Female,40-44 years,Western Australia,103.0,46.0,72.0,14.0,4.0,74.0,175.0,11.0,11.0,89014.0,89519.0,2021
Female,40-44 years,Tasmania,10.0,9.0,21.0,5.0,0.0,23.0,29.0,3.0,3.0,16107.0,16216.0,2021
Female,40-44 years,Northern Territory,29.0,72.0,20.0,0.0,0.0,287.0,153.0,6.0,0.0,8211.0,8783.0,2021
Female,40-44 years,Australian Capital Territory,3.0,24.0,7.0,0.0,0.0,15.0,23.0,0.0,0.0,15960.0,16029.0,2021
Female,40-44 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,147.0,2021
Female,45-49 years,New South Wales,29.0,172.0,104.0,129.0,45.0,332.0,812.0,17.0,42.0,261330.0,263009.0,2021
Female,45-49 years,Victoria,32.0,254.0,63.0,143.0,47.0,235.0,532.0,9.0,45.0,211259.0,212622.0,2021
Female,45-49 years,Queensland,66.0,110.0,138.0,45.0,26.0,198.0,399.0,27.0,67.0,173591.0,174675.0,2021
Female,45-49 years,South Australia,12.0,66.0,26.0,14.0,15.0,57.0,119.0,3.0,20.0,55056.0,55386.0,2021
Female,45-49 years,Western Australia,108.0,53.0,64.0,25.0,0.0,68.0,125.0,11.0,25.0,87162.0,87629.0,2021
Female,45-49 years,Tasmania,3.0,14.0,8.0,0.0,0.0,9.0,40.0,3.0,8.0,17044.0,17135.0,2021
Female,45-49 years,Northern Territory,41.0,73.0,27.0,0.0,0.0,251.0,145.0,7.0,3.0,7504.0,8051.0,2021
Female,45-49 years,Australian Capital Territory,0.0,8.0,11.0,0.0,0.0,10.0,23.0,0.0,0.0,14721.0,14764.0,2021
Female,45-49 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,169.0,2021
Female,50-54 years,New South Wales,28.0,100.0,123.0,138.0,32.0,329.0,665.0,34.0,72.0,254498.0,256019.0,2021
Female,50-54 years,Victoria,34.0,171.0,59.0,131.0,41.0,186.0,405.0,11.0,47.0,209336.0,210424.0,2021
Female,50-54 years,Queensland,76.0,78.0,162.0,38.0,18.0,163.0,310.0,37.0,99.0,170599.0,171582.0,2021
Female,50-54 years,South Australia,8.0,55.0,34.0,7.0,6.0,44.0,88.0,0.0,19.0,57671.0,57926.0,2021
Female,50-54 years,Western Australia,61.0,51.0,69.0,5.0,0.0,70.0,127.0,26.0,42.0,86598.0,87047.0,2021
Female,50-54 years,Tasmania,3.0,4.0,17.0,5.0,5.0,11.0,17.0,4.0,6.0,18560.0,18629.0,2021
Female,50-54 years,Northern Territory,38.0,80.0,30.0,0.0,4.0,234.0,124.0,5.0,9.0,7950.0,8475.0,2021
Female,50-54 years,Australian Capital Territory,0.0,8.0,10.0,4.0,0.0,9.0,16.0,0.0,0.0,13424.0,13464.0,2021
Female,50-54 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,210.0,2021
Female,55-59 years,New South Wales,35.0,72.0,118.0,105.0,19.0,235.0,427.0,29.0,71.0,247906.0,249019.0,2021
Female,55-59 years,Victoria,15.0,98.0,91.0,116.0,28.0,107.0,264.0,12.0,50.0,194827.0,195599.0,2021
Female,55-59 years,Queensland,70.0,68.0,168.0,35.0,12.0,132.0,216.0,53.0,127.0,162935.0,163813.0,2021
Female,55-59 years,South Australia,0.0,18.0,39.0,18.0,3.0,28.0,53.0,5.0,10.0,57735.0,57921.0,2021
Female,55-59 years,Western Australia,44.0,33.0,60.0,7.0,0.0,59.0,75.0,21.0,43.0,81894.0,82236.0,2021
Female,55-59 years,Tasmania,9.0,3.0,22.0,0.0,0.0,5.0,20.0,4.0,8.0,18816.0,18897.0,2021
Female,55-59 years,Northern Territory,24.0,74.0,17.0,0.0,5.0,178.0,93.0,0.0,6.0,7422.0,7827.0,2021
Female,55-59 years,Australian Capital Territory,0.0,9.0,3.0,3.0,0.0,4.0,5.0,0.0,0.0,12126.0,12148.0,2021
Female,55-59 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,207.0,209.0,2021
Female,60-64 years,New South Wales,35.0,55.0,140.0,109.0,8.0,162.0,350.0,32.0,82.0,240912.0,241886.0,2021
Female,60-64 years,Victoria,22.0,72.0,74.0,107.0,24.0,83.0,167.0,11.0,60.0,184204.0,184830.0,2021
Female,60-64 years,Queensland,38.0,70.0,189.0,34.0,18.0,93.0,164.0,51.0,135.0,156041.0,156831.0,2021
Female,60-64 years,South Australia,6.0,23.0,46.0,10.0,4.0,29.0,38.0,0.0,20.0,57351.0,57524.0,2021
Female,60-64 years,Western Australia,53.0,28.0,59.0,7.0,5.0,27.0,67.0,17.0,44.0,77173.0,77478.0,2021
Female,60-64 years,Tasmania,10.0,5.0,14.0,12.0,0.0,9.0,15.0,4.0,11.0,19392.0,19466.0,2021
Female,60-64 years,Northern Territory,22.0,74.0,24.0,0.0,3.0,146.0,67.0,7.0,10.0,7307.0,7657.0,2021
Female,60-64 years,Australian Capital Territory,0.0,7.0,16.0,0.0,0.0,4.0,4.0,0.0,0.0,11010.0,11043.0,2021
Female,60-64 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,232.0,2021
Female,65-69 years,New South Wales,25.0,35.0,94.0,76.0,10.0,114.0,251.0,28.0,98.0,213568.0,214301.0,2021
Female,65-69 years,Victoria,13.0,38.0,40.0,73.0,5.0,54.0,127.0,3.0,59.0,162491.0,162899.0,2021
Female,65-69 years,Queensland,29.0,45.0,162.0,30.0,19.0,55.0,119.0,34.0,162.0,139801.0,140465.0,2021
Female,65-69 years,South Australia,9.0,12.0,24.0,0.0,0.0,15.0,37.0,6.0,20.0,52170.0,52284.0,2021
Female,65-69 years,Western Australia,33.0,17.0,47.0,7.0,0.0,33.0,42.0,7.0,58.0,68791.0,69035.0,2021
Female,65-69 years,Tasmania,6.0,3.0,8.0,9.0,3.0,6.0,6.0,0.0,10.0,17441.0,17490.0,2021
Female,65-69 years,Northern Territory,9.0,41.0,9.0,0.0,6.0,86.0,56.0,8.0,18.0,5995.0,6227.0,2021
Female,65-69 years,Australian Capital Territory,4.0,5.0,7.0,0.0,0.0,6.0,7.0,0.0,0.0,9654.0,9669.0,2021
Female,65-69 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,183.0,2021
Female,70-74 years,New South Wales,3.0,18.0,70.0,60.0,5.0,74.0,183.0,20.0,74.0,189964.0,190463.0,2021
Female,70-74 years,Victoria,3.0,30.0,37.0,35.0,0.0,31.0,105.0,10.0,57.0,145405.0,145715.0,2021
Female,70-74 years,Queensland,7.0,31.0,115.0,17.0,16.0,34.0,74.0,34.0,128.0,126181.0,126643.0,2021
Female,70-74 years,South Australia,6.0,4.0,24.0,3.0,0.0,11.0,25.0,5.0,22.0,48280.0,48391.0,2021
Female,70-74 years,Western Australia,37.0,14.0,30.0,3.0,0.0,19.0,25.0,13.0,35.0,58935.0,59106.0,2021
Female,70-74 years,Tasmania,12.0,4.0,8.0,0.0,0.0,4.0,3.0,0.0,11.0,15779.0,15817.0,2021
Female,70-74 years,Northern Territory,0.0,18.0,0.0,0.0,0.0,61.0,25.0,8.0,15.0,4116.0,4246.0,2021
Female,70-74 years,Australian Capital Territory,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,8978.0,8990.0,2021
Female,70-74 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,123.0,2021
Female,75-79 years,New South Wales,6.0,14.0,29.0,37.0,4.0,41.0,91.0,10.0,57.0,139233.0,139529.0,2021
Female,75-79 years,Victoria,0.0,26.0,21.0,18.0,0.0,20.0,59.0,6.0,28.0,105228.0,105408.0,2021
Female,75-79 years,Queensland,3.0,15.0,38.0,11.0,8.0,26.0,60.0,16.0,79.0,89108.0,89369.0,2021
Female,75-79 years,South Australia,0.0,3.0,7.0,0.0,0.0,3.0,3.0,4.0,5.0,35076.0,35100.0,2021
Female,75-79 years,Western Australia,5.0,16.0,12.0,5.0,0.0,0.0,7.0,5.0,33.0,40218.0,40307.0,2021
Female,75-79 years,Tasmania,0.0,0.0,8.0,0.0,0.0,4.0,5.0,0.0,10.0,11248.0,11272.0,2021
Female,75-79 years,Northern Territory,0.0,4.0,3.0,0.0,0.0,31.0,11.0,0.0,3.0,1936.0,1992.0,2021
Female,75-79 years,Australian Capital Territory,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6199.0,6212.0,2021
Female,75-79 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,2021
Female,80-84 years,New South Wales,4.0,7.0,15.0,29.0,5.0,27.0,75.0,9.0,55.0,99789.0,100014.0,2021
Female,80-84 years,Victoria,0.0,11.0,5.0,18.0,0.0,26.0,50.0,0.0,21.0,76744.0,76871.0,2021
Female,80-84 years,Queensland,6.0,5.0,20.0,8.0,0.0,18.0,40.0,7.0,43.0,57932.0,58068.0,2021
Female,80-84 years,South Australia,0.0,0.0,3.0,0.0,0.0,8.0,6.0,0.0,10.0,25125.0,25157.0,2021
Female,80-84 years,Western Australia,3.0,12.0,4.0,7.0,0.0,10.0,8.0,3.0,24.0,28746.0,28821.0,2021
Female,80-84 years,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,7782.0,7797.0,2021
Female,80-84 years,Northern Territory,0.0,4.0,0.0,0.0,0.0,21.0,8.0,0.0,0.0,1083.0,1113.0,2021
Female,80-84 years,Australian Capital Territory,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4233.0,4239.0,2021
Female,80-84 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,60.0,2021
Female,85-89 years,New South Wales,0.0,5.0,4.0,23.0,0.0,17.0,47.0,0.0,24.0,64325.0,64450.0,2021
Female,85-89 years,Victoria,0.0,5.0,8.0,4.0,0.0,23.0,26.0,3.0,5.0,50240.0,50316.0,2021
Female,85-89 years,Queensland,0.0,9.0,14.0,0.0,0.0,8.0,17.0,5.0,10.0,34709.0,34768.0,2021
Female,85-89 years,South Australia,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,16160.0,16174.0,2021
Female,85-89 years,Western Australia,3.0,30.0,5.0,3.0,0.0,4.0,13.0,0.0,11.0,17925.0,17990.0,2021
Female,85-89 years,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4706.0,4705.0,2021
Female,85-89 years,Northern Territory,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,437.0,447.0,2021
Female,85-89 years,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2595.0,2596.0,2021
Female,85-89 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,2021
Female,90-94 years,New South Wales,0.0,0.0,4.0,8.0,0.0,12.0,35.0,0.0,5.0,35577.0,35644.0,2021
Female,90-94 years,Victoria,0.0,0.0,0.0,0.0,0.0,16.0,11.0,0.0,9.0,27420.0,27450.0,2021
Female,90-94 years,Queensland,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,18576.0,18595.0,2021
Female,90-94 years,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9323.0,9327.0,2021
Female,90-94 years,Western Australia,0.0,24.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,9240.0,9285.0,2021
Female,90-94 years,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2406.0,2406.0,2021
Female,90-94 years,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,211.0,2021
Female,90-94 years,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1270.0,1265.0,2021
Female,90-94 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2021
Female,95-99 years,New South Wales,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,11013.0,11023.0,2021
Female,95-99 years,Victoria,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,8269.0,8282.0,2021
Female,95-99 years,Queensland,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5521.0,5527.0,2021
Female,95-99 years,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3101.0,3099.0,2021
Female,95-99 years,Western Australia,0.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2744.0,2765.0,2021
Female,95-99 years,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,686.0,2021
Female,95-99 years,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,47.0,2021
Female,95-99 years,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,427.0,2021
Female,95-99 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Female,100 years and over,New South Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516.0,1516.0,2021
Female,100 years and over,Victoria,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1124.0,1132.0,2021
Female,100 years and over,Queensland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0,758.0,2021
Female,100 years and over,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,429.0,2021
Female,100 years and over,Western Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,416.0,2021
Female,100 years and over,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,2021
Female,100 years and over,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2021
Female,100 years and over,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,2021
Female,100 years and over,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
Female,Total,New South Wales,301.0,2797.0,1836.0,2498.0,577.0,6627.0,14067.0,265.0,872.0,4048314.0,4078142.0,2021
Female,Total,Victoria,252.0,4246.0,1135.0,2492.0,726.0,4116.0,8998.0,109.0,592.0,3258223.0,3280888.0,2021
Female,Total,Queensland,725.0,2115.0,2343.0,599.0,266.0,3890.0,7261.0,471.0,1212.0,2618651.0,2637531.0,2021
Female,Total,South Australia,98.0,1381.0,597.0,161.0,149.0,1078.0,2166.0,54.0,179.0,893205.0,899073.0,2021
Female,Total,Western Australia,806.0,883.0,987.0,162.0,57.0,1501.0,2679.0,190.0,433.0,1332308.0,1339997.0,2021
