SEXP SEX,AGE,STATE,"PERSONS LIVING IN IMPROVISED DWELLINGS, TENTS, OR SLEEPING OUT",PERSONS IN SUPPORTED ACCOMMODATION FOR THE HOMELESS,PERSONS STAYING TEMPORARILY WITH OTHER HOUSEHOLDS,PERSONS LIVING IN BOARDING HOUSES,PERSONS IN OTHER TEMPORARY LODGINGS,PERSONS LIVING IN 'SEVERELY' CROWDED DWELLINGS,PERSONS LIVING IN OTHER CROWDED DWELLINGS,PERSONS IN OTHER IMPROVISED DWELLINGS,PERSONS WHO ARE MARGINALLY HOUSED IN CARAVAN PARKS,NOT APPLICABLE,TOTAL,CENSUS_YEAR
Female,Total,Tasmania,78.0,285.0,254.0,69.0,14.0,318.0,677.0,39.0,97.0,279761.0,281584.0,2021
Female,Total,Northern Territory,298.0,935.0,319.0,22.0,22.0,5216.0,2590.0,74.0,91.0,119186.0,128756.0,2021
Female,Total,Australian Capital Territory,8.0,370.0,132.0,45.0,6.0,166.0,432.0,0.0,6.0,227943.0,229114.0,2021
Female,Total,Other Territories,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,2524.0,2542.0,2021
Male,0-4 years,New South Wales,24.0,277.0,119.0,8.0,0.0,510.0,1148.0,54.0,30.0,236637.0,238804.0,2016
Male,0-4 years,Victoria,4.0,443.0,82.0,5.0,0.0,309.0,716.0,15.0,11.0,188365.0,189946.0,2016
Male,0-4 years,Queensland,24.0,140.0,89.0,28.0,0.0,382.0,512.0,35.0,41.0,151760.0,153015.0,2016
Male,0-4 years,South Australia,0.0,89.0,24.0,6.0,0.0,68.0,138.0,7.0,0.0,49418.0,49748.0,2016
Male,0-4 years,Western Australia,21.0,45.0,38.0,0.0,0.0,183.0,272.0,15.0,18.0,82504.0,83092.0,2016
Male,0-4 years,Tasmania,0.0,31.0,20.0,0.0,0.0,6.0,34.0,3.0,0.0,14420.0,14517.0,2016
Male,0-4 years,Northern Territory,18.0,13.0,13.0,0.0,0.0,619.0,274.0,9.0,0.0,8126.0,9069.0,2016
Male,0-4 years,Australian Capital Territory,0.0,25.0,6.0,0.0,0.0,4.0,20.0,0.0,0.0,13739.0,13798.0,2016
Male,0-4 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,136.0,2016
Male,5-9 years,New South Wales,36.0,235.0,77.0,11.0,0.0,468.0,1232.0,50.0,25.0,243063.0,245202.0,2016
Male,5-9 years,Victoria,5.0,294.0,21.0,0.0,0.0,328.0,728.0,15.0,13.0,187253.0,188646.0,2016
Male,5-9 years,Queensland,30.0,127.0,61.0,16.0,0.0,424.0,611.0,47.0,29.0,161907.0,163247.0,2016
Male,5-9 years,South Australia,0.0,62.0,17.0,0.0,0.0,92.0,166.0,5.0,0.0,50942.0,51283.0,2016
Male,5-9 years,Western Australia,15.0,31.0,23.0,3.0,0.0,188.0,258.0,23.0,11.0,83802.0,84352.0,2016
Male,5-9 years,Tasmania,0.0,12.0,4.0,0.0,0.0,14.0,44.0,0.0,3.0,16057.0,16139.0,2016
Male,5-9 years,Northern Territory,18.0,15.0,13.0,9.0,0.0,622.0,287.0,9.0,3.0,7883.0,8855.0,2016
Male,5-9 years,Australian Capital Territory,0.0,26.0,4.0,0.0,0.0,8.0,28.0,0.0,0.0,13108.0,13174.0,2016
Male,5-9 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,149.0,2016
Male,10-14 years,New South Wales,19.0,195.0,47.0,3.0,0.0,439.0,1088.0,37.0,30.0,226063.0,227918.0,2016
Male,10-14 years,Victoria,4.0,288.0,34.0,8.0,0.0,276.0,696.0,11.0,8.0,173355.0,174685.0,2016
Male,10-14 years,Queensland,26.0,76.0,51.0,4.0,0.0,369.0,577.0,54.0,30.0,152783.0,153975.0,2016
Male,10-14 years,South Australia,0.0,46.0,15.0,0.0,0.0,100.0,179.0,3.0,4.0,48586.0,48934.0,2016
Male,10-14 years,Western Australia,9.0,19.0,23.0,7.0,0.0,155.0,229.0,23.0,11.0,76787.0,77256.0,2016
Male,10-14 years,Tasmania,0.0,17.0,3.0,0.0,0.0,7.0,37.0,0.0,3.0,15393.0,15463.0,2016
Male,10-14 years,Northern Territory,18.0,13.0,14.0,59.0,0.0,631.0,302.0,9.0,0.0,6838.0,7876.0,2016
Male,10-14 years,Australian Capital Territory,0.0,21.0,5.0,0.0,0.0,8.0,24.0,0.0,0.0,11341.0,11394.0,2016
Male,10-14 years,Other Territories,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,119.0,126.0,2016
Male,15-19 years,New South Wales,40.0,327.0,112.0,107.0,4.0,765.0,1655.0,61.0,37.0,227224.0,230334.0,2016
Male,15-19 years,Victoria,24.0,323.0,71.0,84.0,0.0,497.0,1138.0,4.0,13.0,179820.0,181978.0,2016
Male,15-19 years,Queensland,29.0,150.0,116.0,50.0,3.0,398.0,737.0,33.0,45.0,149481.0,151044.0,2016
Male,15-19 years,South Australia,8.0,103.0,39.0,13.0,0.0,148.0,248.0,6.0,8.0,50744.0,51317.0,2016
Male,15-19 years,Western Australia,28.0,41.0,40.0,8.0,0.0,197.0,336.0,26.0,9.0,76413.0,77090.0,2016
Male,15-19 years,Tasmania,3.0,43.0,24.0,5.0,0.0,14.0,39.0,8.0,9.0,15747.0,15886.0,2016
Male,15-19 years,Northern Territory,14.0,11.0,9.0,12.0,0.0,639.0,267.0,6.0,0.0,6501.0,7455.0,2016
Male,15-19 years,Australian Capital Territory,0.0,19.0,7.0,6.0,0.0,15.0,30.0,0.0,0.0,12390.0,12469.0,2016
Male,15-19 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,104.0,2016
Male,20-24 years,New South Wales,73.0,255.0,346.0,436.0,5.0,2040.0,3448.0,48.0,52.0,242322.0,249017.0,2016
Male,20-24 years,Victoria,48.0,293.0,176.0,408.0,0.0,1313.0,2332.0,11.0,39.0,205130.0,209749.0,2016
Male,20-24 years,Queensland,52.0,127.0,235.0,199.0,12.0,681.0,1095.0,35.0,78.0,156505.0,159018.0,2016
Male,20-24 years,South Australia,18.0,74.0,81.0,38.0,0.0,225.0,369.0,6.0,7.0,54160.0,54964.0,2016
Male,20-24 years,Western Australia,27.0,35.0,106.0,44.0,0.0,348.0,581.0,21.0,18.0,81321.0,82506.0,2016
Male,20-24 years,Tasmania,10.0,27.0,32.0,13.0,0.0,25.0,68.0,4.0,3.0,15058.0,15243.0,2016
Male,20-24 years,Northern Territory,41.0,13.0,20.0,21.0,0.0,614.0,274.0,8.0,0.0,7962.0,8953.0,2016
Male,20-24 years,Australian Capital Territory,0.0,22.0,22.0,26.0,0.0,48.0,69.0,0.0,0.0,15632.0,15821.0,2016
Male,20-24 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,157.0,2016
Male,25-29 years,New South Wales,192.0,139.0,392.0,538.0,4.0,1904.0,2966.0,45.0,54.0,254384.0,260617.0,2016
Male,25-29 years,Victoria,63.0,217.0,243.0,424.0,12.0,993.0,1821.0,6.0,52.0,213133.0,216955.0,2016
Male,25-29 years,Queensland,96.0,145.0,288.0,254.0,4.0,496.0,830.0,41.0,87.0,155821.0,158059.0,2016
Male,25-29 years,South Australia,18.0,44.0,116.0,36.0,0.0,145.0,247.0,9.0,8.0,52475.0,53096.0,2016
Male,25-29 years,Western Australia,51.0,26.0,140.0,81.0,0.0,280.0,383.0,22.0,30.0,92412.0,93425.0,2016
Male,25-29 years,Tasmania,17.0,16.0,28.0,14.0,0.0,13.0,22.0,0.0,3.0,14014.0,14122.0,2016
Male,25-29 years,Northern Territory,54.0,17.0,18.0,41.0,0.0,549.0,242.0,10.0,7.0,10799.0,11738.0,2016
Male,25-29 years,Australian Capital Territory,0.0,32.0,22.0,9.0,0.0,44.0,58.0,0.0,0.0,15711.0,15877.0,2016
Male,25-29 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,197.0,2016
Male,30-34 years,New South Wales,154.0,192.0,336.0,459.0,12.0,1014.0,1549.0,63.0,50.0,262100.0,265929.0,2016
Male,30-34 years,Victoria,77.0,247.0,219.0,275.0,3.0,446.0,979.0,19.0,46.0,216268.0,218584.0,2016
Male,30-34 years,Queensland,97.0,162.0,256.0,192.0,0.0,271.0,413.0,63.0,86.0,157933.0,159483.0,2016
Male,30-34 years,South Australia,17.0,43.0,90.0,65.0,0.0,104.0,167.0,14.0,12.0,53851.0,54368.0,2016
Male,30-34 years,Western Australia,65.0,46.0,133.0,60.0,0.0,168.0,263.0,16.0,23.0,97984.0,98759.0,2016
Male,30-34 years,Tasmania,9.0,17.0,24.0,12.0,0.0,5.0,18.0,11.0,3.0,14153.0,14250.0,2016
Male,30-34 years,Northern Territory,43.0,12.0,15.0,11.0,4.0,430.0,215.0,11.0,3.0,10960.0,11700.0,2016
Male,30-34 years,Australian Capital Territory,3.0,49.0,16.0,8.0,0.0,23.0,40.0,0.0,3.0,16375.0,16519.0,2016
Male,30-34 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,233.0,2016
Male,35-39 years,New South Wales,162.0,179.0,309.0,371.0,10.0,621.0,978.0,48.0,74.0,244564.0,247317.0,2016
Male,35-39 years,Victoria,121.0,235.0,177.0,223.0,8.0,247.0,601.0,19.0,58.0,197160.0,198848.0,2016
Male,35-39 years,Queensland,96.0,189.0,237.0,231.0,6.0,162.0,282.0,55.0,118.0,148002.0,149383.0,2016
Male,35-39 years,South Australia,28.0,36.0,62.0,63.0,7.0,58.0,106.0,11.0,8.0,50359.0,50738.0,2016
Male,35-39 years,Western Australia,55.0,50.0,101.0,59.0,0.0,104.0,146.0,21.0,26.0,87468.0,88033.0,2016
Male,35-39 years,Tasmania,11.0,15.0,30.0,8.0,0.0,3.0,15.0,0.0,0.0,13332.0,13423.0,2016
Male,35-39 years,Northern Territory,43.0,21.0,15.0,9.0,3.0,305.0,166.0,7.0,0.0,9516.0,10091.0,2016
Male,35-39 years,Australian Capital Territory,3.0,52.0,13.0,0.0,0.0,9.0,40.0,0.0,0.0,14967.0,15092.0,2016
Male,35-39 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,207.0,211.0,2016
Male,40-44 years,New South Wales,250.0,206.0,254.0,413.0,3.0,406.0,705.0,56.0,120.0,244657.0,247075.0,2016
Male,40-44 years,Victoria,133.0,246.0,141.0,226.0,4.0,239.0,424.0,19.0,89.0,193374.0,194884.0,2016
Male,40-44 years,Queensland,120.0,203.0,198.0,238.0,8.0,160.0,284.0,69.0,169.0,155910.0,157349.0,2016
Male,40-44 years,South Australia,18.0,50.0,73.0,70.0,0.0,75.0,103.0,14.0,25.0,52209.0,52639.0,2016
Male,40-44 years,Western Australia,94.0,75.0,98.0,77.0,0.0,91.0,150.0,45.0,34.0,86474.0,87132.0,2016
Male,40-44 years,Tasmania,11.0,27.0,17.0,13.0,0.0,3.0,15.0,6.0,0.0,14905.0,14992.0,2016
Male,40-44 years,Northern Territory,61.0,40.0,11.0,16.0,0.0,274.0,143.0,7.0,6.0,8861.0,9425.0,2016
Male,40-44 years,Australian Capital Territory,3.0,54.0,23.0,0.0,0.0,20.0,26.0,0.0,4.0,13904.0,14021.0,2016
Male,40-44 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,189.0,2016
Male,45-49 years,New South Wales,193.0,185.0,234.0,481.0,13.0,363.0,668.0,77.0,144.0,237582.0,239935.0,2016
Male,45-49 years,Victoria,81.0,203.0,152.0,316.0,3.0,179.0,412.0,20.0,105.0,192314.0,193799.0,2016
Male,45-49 years,Queensland,109.0,209.0,184.0,262.0,3.0,161.0,280.0,71.0,211.0,155314.0,156814.0,2016
Male,45-49 years,South Australia,39.0,47.0,60.0,85.0,3.0,54.0,94.0,17.0,21.0,55268.0,55676.0,2016
Male,45-49 years,Western Australia,96.0,74.0,92.0,97.0,4.0,78.0,120.0,27.0,36.0,86821.0,87457.0,2016
Male,45-49 years,Tasmania,13.0,29.0,16.0,9.0,0.0,7.0,19.0,10.0,11.0,16360.0,16473.0,2016
Male,45-49 years,Northern Territory,76.0,25.0,15.0,20.0,0.0,193.0,114.0,16.0,14.0,9004.0,9485.0,2016
Male,45-49 years,Australian Capital Territory,4.0,54.0,5.0,8.0,0.0,12.0,15.0,0.0,0.0,13240.0,13333.0,2016
Male,45-49 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,189.0,2016
Male,50-54 years,New South Wales,221.0,200.0,233.0,541.0,14.0,303.0,646.0,102.0,177.0,236350.0,238772.0,2016
Male,50-54 years,Victoria,81.0,192.0,109.0,310.0,0.0,147.0,355.0,22.0,137.0,181842.0,183192.0,2016
Male,50-54 years,Queensland,123.0,188.0,207.0,257.0,10.0,108.0,233.0,96.0,246.0,149369.0,150834.0,2016
Male,50-54 years,South Australia,52.0,33.0,54.0,82.0,3.0,49.0,88.0,7.0,34.0,55018.0,55421.0,2016
Male,50-54 years,Western Australia,83.0,39.0,99.0,84.0,0.0,65.0,99.0,38.0,46.0,81953.0,82510.0,2016
Male,50-54 years,Tasmania,10.0,23.0,19.0,5.0,0.0,3.0,15.0,12.0,0.0,17021.0,17113.0,2016
Male,50-54 years,Northern Territory,86.0,35.0,26.0,23.0,0.0,172.0,81.0,15.0,9.0,8342.0,8783.0,2016
Male,50-54 years,Australian Capital Territory,5.0,44.0,14.0,7.0,0.0,3.0,10.0,0.0,3.0,11994.0,12090.0,2016
Male,50-54 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,234.0,2016
Male,55-59 years,New South Wales,153.0,145.0,212.0,528.0,12.0,260.0,468.0,110.0,178.0,226266.0,228328.0,2016
Male,55-59 years,Victoria,62.0,132.0,102.0,254.0,4.0,119.0,215.0,31.0,145.0,170341.0,171409.0,2016
Male,55-59 years,Queensland,107.0,153.0,187.0,258.0,8.0,100.0,167.0,114.0,276.0,142255.0,143621.0,2016
Male,55-59 years,South Australia,14.0,39.0,54.0,72.0,0.0,26.0,66.0,21.0,29.0,53645.0,53970.0,2016
Male,55-59 years,Western Australia,47.0,43.0,83.0,74.0,3.0,40.0,61.0,41.0,51.0,74698.0,75132.0,2016
Male,55-59 years,Tasmania,6.0,16.0,11.0,11.0,0.0,7.0,8.0,6.0,23.0,17615.0,17699.0,2016
Male,55-59 years,Northern Territory,48.0,43.0,14.0,23.0,0.0,118.0,61.0,21.0,21.0,7522.0,7861.0,2016
Male,55-59 years,Australian Capital Territory,0.0,41.0,5.0,5.0,0.0,3.0,7.0,0.0,3.0,10799.0,10877.0,2016
Male,55-59 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,215.0,220.0,2016
Male,60-64 years,New South Wales,148.0,107.0,194.0,454.0,15.0,189.0,304.0,81.0,208.0,201465.0,203157.0,2016
Male,60-64 years,Victoria,42.0,97.0,99.0,182.0,7.0,65.0,168.0,13.0,151.0,150326.0,151152.0,2016
Male,60-64 years,Queensland,108.0,91.0,217.0,253.0,18.0,82.0,114.0,77.0,319.0,129391.0,130676.0,2016
Male,60-64 years,South Australia,20.0,13.0,43.0,74.0,0.0,13.0,34.0,19.0,37.0,48468.0,48720.0,2016
Male,60-64 years,Western Australia,47.0,48.0,81.0,66.0,4.0,29.0,46.0,44.0,79.0,65466.0,65911.0,2016
Male,60-64 years,Tasmania,0.0,24.0,14.0,10.0,0.0,8.0,5.0,10.0,8.0,16332.0,16401.0,2016
Male,60-64 years,Northern Territory,34.0,29.0,13.0,41.0,0.0,91.0,52.0,14.0,24.0,6811.0,7111.0,2016
Male,60-64 years,Australian Capital Territory,3.0,21.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,8984.0,9023.0,2016
Male,60-64 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,204.0,2016
Male,65-69 years,New South Wales,86.0,79.0,157.0,385.0,10.0,128.0,201.0,79.0,197.0,185433.0,186756.0,2016
Male,65-69 years,Victoria,19.0,67.0,75.0,164.0,3.0,42.0,93.0,23.0,183.0,134184.0,134859.0,2016
Male,65-69 years,Queensland,71.0,58.0,226.0,189.0,13.0,56.0,72.0,102.0,316.0,124961.0,126057.0,2016
Male,65-69 years,South Australia,18.0,13.0,42.0,53.0,4.0,14.0,22.0,16.0,23.0,45055.0,45258.0,2016
Male,65-69 years,Western Australia,37.0,18.0,73.0,39.0,4.0,21.0,36.0,31.0,93.0,58835.0,59194.0,2016
Male,65-69 years,Tasmania,0.0,10.0,10.0,0.0,5.0,3.0,5.0,6.0,10.0,15101.0,15159.0,2016
Male,65-69 years,Northern Territory,31.0,16.0,14.0,16.0,3.0,43.0,28.0,14.0,25.0,5633.0,5819.0,2016
Male,65-69 years,Australian Capital Territory,3.0,12.0,3.0,11.0,0.0,0.0,3.0,0.0,8.0,7891.0,7932.0,2016
Male,65-69 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,203.0,2016
Male,70-74 years,New South Wales,48.0,56.0,103.0,196.0,5.0,58.0,117.0,38.0,180.0,139984.0,140797.0,2016
Male,70-74 years,Victoria,8.0,47.0,58.0,92.0,0.0,28.0,49.0,13.0,125.0,99323.0,99740.0,2016
Male,70-74 years,Queensland,27.0,50.0,132.0,93.0,13.0,19.0,48.0,53.0,239.0,94623.0,95301.0,2016
Male,70-74 years,South Australia,5.0,11.0,19.0,23.0,0.0,7.0,11.0,10.0,29.0,33475.0,33595.0,2016
Male,70-74 years,Western Australia,14.0,19.0,30.0,23.0,0.0,17.0,19.0,21.0,59.0,41459.0,41668.0,2016
Male,70-74 years,Tasmania,0.0,11.0,5.0,0.0,0.0,0.0,3.0,0.0,8.0,11050.0,11082.0,2016
Male,70-74 years,Northern Territory,16.0,5.0,8.0,0.0,0.0,40.0,18.0,11.0,19.0,3407.0,3529.0,2016
Male,70-74 years,Australian Capital Territory,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5487.0,5504.0,2016
Male,70-74 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,115.0,2016
Male,75-79 years,New South Wales,18.0,47.0,43.0,126.0,7.0,28.0,66.0,33.0,133.0,100917.0,101415.0,2016
Male,75-79 years,Victoria,5.0,29.0,13.0,63.0,0.0,13.0,27.0,3.0,55.0,73244.0,73460.0,2016
Male,75-79 years,Queensland,16.0,23.0,67.0,76.0,0.0,16.0,36.0,20.0,181.0,64975.0,65411.0,2016
Male,75-79 years,South Australia,3.0,3.0,13.0,20.0,0.0,4.0,5.0,0.0,10.0,24252.0,24315.0,2016
Male,75-79 years,Western Australia,6.0,10.0,15.0,11.0,0.0,8.0,14.0,8.0,36.0,29180.0,29282.0,2016
Male,75-79 years,Tasmania,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,7850.0,7871.0,2016
Male,75-79 years,Northern Territory,10.0,7.0,0.0,6.0,0.0,13.0,7.0,5.0,3.0,1836.0,1887.0,2016
Male,75-79 years,Australian Capital Territory,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3712.0,3726.0,2016
Male,75-79 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,82.0,2016
Male,80-84 years,New South Wales,13.0,27.0,10.0,61.0,0.0,35.0,36.0,17.0,94.0,68337.0,68627.0,2016
Male,80-84 years,Victoria,0.0,26.0,10.0,27.0,0.0,11.0,11.0,4.0,33.0,50653.0,50778.0,2016
Male,80-84 years,Queensland,11.0,10.0,19.0,40.0,0.0,10.0,15.0,11.0,76.0,40005.0,40190.0,2016
Male,80-84 years,South Australia,3.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,8.0,17095.0,17111.0,2016
Male,80-84 years,Western Australia,6.0,8.0,4.0,5.0,0.0,5.0,3.0,4.0,15.0,18827.0,18880.0,2016
Male,80-84 years,Tasmania,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5113.0,5123.0,2016
Male,80-84 years,Northern Territory,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,5.0,759.0,784.0,2016
Male,80-84 years,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2488.0,2490.0,2016
Male,80-84 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,31.0,2016
Male,85-89 years,New South Wales,3.0,12.0,12.0,13.0,0.0,15.0,24.0,0.0,36.0,42039.0,42157.0,2016
Male,85-89 years,Victoria,0.0,8.0,8.0,29.0,0.0,13.0,6.0,0.0,9.0,31710.0,31769.0,2016
Male,85-89 years,Queensland,0.0,7.0,3.0,5.0,0.0,3.0,15.0,0.0,47.0,22639.0,22729.0,2016
Male,85-89 years,South Australia,0.0,0.0,3.0,4.0,0.0,0.0,4.0,0.0,0.0,10915.0,10925.0,2016
Male,85-89 years,Western Australia,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,10990.0,11021.0,2016
Male,85-89 years,Tasmania,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2976.0,2975.0,2016
Male,85-89 years,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,356.0,368.0,2016
Male,85-89 years,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1522.0,1527.0,2016
Male,85-89 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,2016
Male,90-94 years,New South Wales,0.0,5.0,0.0,3.0,0.0,4.0,4.0,0.0,8.0,16040.0,16075.0,2016
Male,90-94 years,Victoria,0.0,5.0,3.0,8.0,0.0,3.0,6.0,0.0,3.0,12259.0,12280.0,2016
Male,90-94 years,Queensland,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,8304.0,8321.0,2016
Male,90-94 years,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4339.0,4342.0,2016
Male,90-94 years,Western Australia,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4016.0,4020.0,2016
Male,90-94 years,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.0,1074.0,2016
Male,90-94 years,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,91.0,2016
Male,90-94 years,Australian Capital Territory,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,624.0,626.0,2016
Male,90-94 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2016
Male,95-99 years,New South Wales,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,3093.0,3099.0,2016
Male,95-99 years,Victoria,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2394.0,2406.0,2016
Male,95-99 years,Queensland,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1719.0,1730.0,2016
Male,95-99 years,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,867.0,2016
Male,95-99 years,Western Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,788.0,2016
Male,95-99 years,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,207.0,2016
Male,95-99 years,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,2016
Male,95-99 years,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,133.0,2016
Male,95-99 years,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2016
Male,100 years and over,New South Wales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,192.0,2016
Male,100 years and over,Victoria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,261.0,2016
Male,100 years and over,Queensland,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,164.0,167.0,2016
Male,100 years and over,South Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,92.0,2016
Male,100 years and over,Western Australia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,2016
Male,100 years and over,Tasmania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,2016
Male,100 years and over,Northern Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Male,100 years and over,Australian Capital Territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2016
Male,100 years and over,Other Territories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
Male,Total,New South Wales,1832.0,2867.0,3183.0,5135.0,119.0,9549.0,17295.0,999.0,1834.0,3638731.0,3681526.0,2016
Male,Total,Victoria,782.0,3394.0,1794.0,3087.0,58.0,5270.0,10770.0,252.0,1263.0,2852706.0,2879379.0,2016
Male,Total,Queensland,1137.0,2101.0,2772.0,2659.0,101.0,3915.0,6317.0,998.0,2596.0,2323835.0,2346440.0,2016
Male,Total,South Australia,268.0,698.0,822.0,708.0,18.0,1188.0,2042.0,151.0,261.0,811219.0,817380.0,2016
Male,Total,Western Australia,697.0,614.0,1181.0,755.0,20.0,1975.0,3019.0,439.0,608.0,1238227.0,1247537.0,2016
Male,Total,Tasmania,97.0,325.0,265.0,105.0,8.0,126.0,345.0,84.0,89.0,243783.0,245232.0,2016
Male,Total,Northern Territory,593.0,319.0,211.0,298.0,13.0,5367.0,2534.0,169.0,162.0,121235.0,130905.0,2016
Male,Total,Australian Capital Territory,42.0,491.0,155.0,81.0,3.0,202.0,378.0,0.0,29.0,194050.0,195426.0,2016
